,index,primary_diagnosis_desc
6285,HOMONYMOUS HEMIANOPSIA,11
6286,"Pre-existing essential htn comp pregnancy,second ",11
6287,INSOMNIA UNSPECIFIED,11
6288,VIRAL EXANTHEMATA NOS,11
6289,Accidental pnctr & lac of a GU sys org during oth ,11
6290,Influenza due to oth ident influenza virus w GI ma,11
6291,Coronary artery dissection,11
6292,Abscess of left external ear,11
6293,ADENOVIRAL PNEUMONIA,11
6294,THYRTOX ORIG NEC NO CRIS,11
6295,GASTROSTOMY COMPL NOS,11
6296,"Cushing's syndrome,unspecified",11
6297,Other vomiting of newborn,11
6298,UNEQUAL LEG LENGTH,11
6299,Cystic disease of liver,11
6300,PALLIATIVE CARE,11
6301,DEFIC CIRCUL ENZYME NEC,11
6302,GENU VALGUM,11
6303,Partial placenta previa NOS or without hemor third,11
6304,VIRAL EXANTHEMATA NEC,11
6305,Paraphimosis,11
6306,Gas gangrene,11
6307,"Infective myositis,right thigh",11
6308,Infect/inflm reaction due to unsp int joint prosth,11
6309,TEMPOROMANDIB JT DIS NOS,11
6310,"Transient visual loss,bilateral",11
6311,"Incomplete rotatr-cuff tear/ruptr of r shoulder,n",11
6312,DISC DISPLACEMENT NOS,11
6313,"Displaced trimalleol fx l low leg,init for opn fx",11
6314,"Displaced transverse fx shaft of humerus,right ar",11
6315,VIRAL DISEASE NEC,11
6316,AGGR PERIODONTITIS LOC,11
6317,MALIG NEO GLANS PENIS,11
6318,MAL NEO MEDIASTINUM NOS,11
6319,Adjustment disorder with other symptoms,11
6320,"Tension-type headache,unspecified,intractable",11
6321,"Epidural hemorrhage w LOC of unsp duration,init",11
6322,CONGENITAL INFEC NEC,11
6323,Mech compl of internal fixation device of right fe,11
6324,"4-part fracture of surgical neck of right humerus,",11
6325,"Mech compl of cardiac pulse generator (battery),i",11
6326,Todd's paralysis (postepileptic),11
6327,"Maxillary fracture,unsp,init encntr for closed f",11
6328,Erythema nodosum,11
6329,"Maternal care for fetal abnormality and damage,un",11
6330,"Third [oculomotor] nerve palsy,right eye",11
6331,Encounter for adjustment and management of implant,11
6332,Encntr for obs for susp toxic eff from ingest sub ,11
6333,Malingerer [conscious simulation],11
6334,"EXTRINSIC ASTHMA,UNSPEC",11
6335,Malignant pleural effusion,11
6336,FAIL MECH INDUCT-DELIVER,11
6337,MALIG NEOPL PLEURA NEC,11
6338,FETAL CHROMOSO ABN-DELIV,11
6339,"Other cervical disc displacement,unsp cervical re",11
6340,CRUSHING INJURY OF HAND,11
6341,Other chorea,11
6342,ABRASION FOREARM,11
6343,Malignant neoplasm of pylorus,11
6344,Eclampsia in labor,11
6345,"Other complications of anesthesia,initial encount",11
6346,FRACTURE ISCHIUM-CLOSED,11
6347,CONGEN CV DIS-DELIVERED,11
6348,Mediastinitis,11
6349,CONG TRICUSP ATRES/STEN,11
6350,"Polycystic kidney,unspecified",11
6351,NONTOX NODUL GOITER NOS,11
6352,CHR PUL MANIF D/T RADIAT,11
6353,NONSP ABN INTRATHOR NEC,11
6354,NONPYOGENIC MENINGITIS,11
6355,Encounter for planned postprocedural wound closure,11
6356,NEUROSYPHILIS NOS,11
6357,BEN HYPERTEN HRT DIS NOS,11
6358,"Unspecified dislocation of left shoulder joint,in",11
6359,CHRONIC MENINGITIS,11
6360,CHRONIC T & A DIS,11
6361,Encounter for surgical aftcr following surgery on ,11
6362,NB BILIOUS VOMITING,11
6363,BACT PLEUR/EFFUS NOT TB,11
6364,B12 DEFIC ANEMIA NEC,11
6365,Post-traumatic bulbous urethral stricture,11
6366,SECOND CARDIOMYOPATH NOS,11
6367,"Attn-defct hyperactivity disorder,predom inattent",11
6368,Oth mental disorders due to known physiological co,11
6369,SECONDARY MERKEL CELL CA,11
6370,"Oth nondisp fx of upper end of right humerus,init",11
6371,COMMON VARIABL IMMUNODEF,11
6372,Post traumatic seizures,11
6373,Encounter for examination and observation for oth ,11
6374,Mesothelioma of other sites,11
6375,Eosinophilia,11
6376,RECUR DISLOCAT-PELVIS,11
6377,Malignant neoplasm of ventral surface of tongue,11
6378,Other complications of skin graft (allograft) (aut,11
6379,EVANS' SYNDROME,11
6380,MUSCLE/LIGAMENT DIS NOS,11
6381,SQUAM CELL CA SKIN EAR,11
6382,SQUAM CELL CA SKIN TRUNK,11
6383,"Unspecified mastoiditis,right ear",11
6384,AC LARYNGITIS NO OBSTRUC,11
6385,"FX MID/PRX PHAL,HAND-CL",11
6386,MONTEGGIA'S FX-CLOSED,11
6387,STOMACH FUNCTION DIS NOS,11
6388,Anisocoria,11
6389,Agoraphobia with panic disorder,11
6390,Age-related physical debility,11
6391,"Age-rel osteopor w current path fracture,left fem",11
6392,FX RAMUS NOS-CLOSED,11
6393,SUBACUTE THYROIDITIS,11
6394,FX TIBIA NOS-CLOSED,11
6395,FX TIBIA SHAFT-OPEN,11
6396,SUP GLENOID LAB LESION,11
6397,"Other kyphosis,thoracolumbar region",11
6398,Other lack of coordination,11
6399,Other long term (current) drug therapy,11
6400,"Adverse effect of anticoagulants,initial encounte",11
6401,MALIGN NEO PINEAL GLAND,11
6402,MALIG NEOPLASM MOUTH NEC,11
6403,"Unsp fracture of fifth lumbar vertebra,init for c",11
6404,STREPTOCOC PNEUMONIA NEC,11
6405,PROLONG RUP MEMB-ANTEPAR,11
6406,TRAUM COMPART SYN UP EXT,11
6407,SPON ABOR W PELV INF-INC,11
6408,"Poisoning by angiotens-convert-enzyme inhibitors,",11
6409,Other constitutional aplastic anemia,11
6410,"Unspecified injury of urethra,initial encounter",11
6411,"Poisoning by antitussives,intentional self-harm,",11
6412,Malignant neoplasm of anterior floor of mouth,11
6413,"Poisn by slctv seroton/norepineph reup inhibtr,ac",11
6414,"Unsp fracture of left patella,init for clos fx",11
6415,"Malig neoplm of conn and soft tiss of l upr limb,",11
6416,Malig neoplasm of lower-inner quadrant of left fem,11
6417,Malformation of urachus,11
6418,"Bipolar disorder,current episode depressed,mild",10
6419,"Displaced oblique fracture of shaft of left tibia,",10
6420,"FX SCAPUL,ACROM PROC-CL",10
6421,HEMOLYTIC-UREMIC SYNDROM,10
6422,HERED PROG MUSC DYSTRPHY,10
6423,Giant cell arteritis with polymyalgia rheumatica,10
6424,"Eating disorder,unspecified",10
6425,"Displaced oblique fx shaft of humerus,right arm,",10
6426,Recurrent and persistent hematuria w oth morpholog,10
6427,Biliary acute pancreatitis with infected necrosis,10
6428,FUM/VAP AC RESP COND NEC,10
6429,TOXIC EFF GAS/VAPOR NEC,10
6430,TOXIC EFF FISH/SHELLFISH,10
6431,TOXIC EFF ISOPROPYL ALC,10
6432,Encounter for preprocedural cardiovascular examina,10
6433,OPEN WOUND TOE-COMPL,10
6434,TRICHOMONAL VAGINITIS,10
6435,"Encounter for suprvsn of normal pregnancy,third t",10
6436,Drug-induced hypoglycemia without coma,10
6437,HEALNG TRAUM FX UPPR ARM,10
6438,FX UP FEMUR EPIPHY-CLOS,10
6439,Encounter for other preprocedural examination,10
6440,Benign neoplasm of rectosigmoid junction,10
6441,"Endo,nutritional and metab diseases comp preg,se",10
6442,Facial weakness following cerebral infarction,10
6443,GENITAL PROLAPSE NOS,10
6444,ESOPH VARICES W/O BLEED,10
6445,EDEMA OF PENIS,10
6446,THROMBOPHLEBITIS NEC,10
6447,Third degree perineal laceration during delivery u,10
6448,"Follicular lymphoma,unspecified,unspecified site",10
6449,"Epileptic seiz rel to extrn causes,not ntrct,w s",10
6450,TEAR LAT MENISC KNEE-CUR,10
6451,FX MULT CERVICAL VERT-CL,10
6452,GANGLION OF JOINT,10
6453,"Transient visual loss,left eye",10
6454,"Retinal artery branch occlusion,right eye",10
6455,"FX NAVICULAR,WRIST-CLOS",10
6456,TIBIALIS TENDINITIS,10
6457,TOXIC EFFECT ALCOHOL NOS,10
6458,FAILED FORCEPS NOS-DELIV,10
6459,OTHER HAMMER TOE,10
6460,"Endocarditis,valve unspecified",10
6461,Endocardial fibroelastosis,10
6462,Generalized pustular psoriasis,10
6463,FX RADIUS NECK-CLOSED,10
6464,Displaced transverse fracture of shaft of left fem,10
6465,Fever presenting with conditions classified elsewh,10
6466,"Gestational proteinuria,third trimester",10
6467,"Disruption of traumatic injury wound repair,init ",10
6468,Failure to thrive in newborn,10
6469,"Crystal arthropathy,unspecified",10
6470,"Displ bicondylar fx r tibia,subs for clos fx w ro",10
6471,MINIMAL CHANGE NEPHROSIS,10
6472,Malignant neoplasm of overlapping sites of oth prt,10
6473,Malignant neoplasm of overlapping sites of esophag,10
6474,Calcinosis cutis,10
6475,"Unsp fracture of left pubis,init encntr for close",10
6476,"Nodular sclerosis classical Hodgkin lymphoma,unsp",10
6477,Malignant neoplasm of jejunum,10
6478,Malignant neoplasm of cerebral meninges,10
6479,"Malignant melanoma of skin,unspecified",10
6480,"Carcinoma in situ of cervix,unspecified",10
6481,Celiac disease,10
6482,STAPH PNEUMONIA NOS,10
6483,Cellulitis of other sites,10
6484,MONTEGGIA'S FX-OPEN,10
6485,Cereb infrc d/t unsp occls or stenos of unsp post ,10
6486,Secondary polycythemia,10
6487,"STRESS REACT,EMOTIONAL",10
6488,SUBACUTE DRUG DYSKINESIA,10
6489,MICROSCOPIC HEMATURIA,10
6490,Cerebral infarction due to thrombosis of l verteb ,10
6491,CEREBROVASC DIS-POSTPART,10
6492,"Cervical disc disorder with myelopathy,unsp cervi",10
6493,MALIG MELANOMA ARM,10
6494,MALIG CARC JEJUNUM,10
6495,Cholesterolosis of gallbladder,10
6496,MAL NEO SCALP/SKIN NECK,10
6497,Chronic anal fissure,10
6498,Secondary malignant neoplasm of unspecified site,10
6499,"Nondisp fx of medial malleolus of left tibia,init",10
6500,Malignant neoplasm of overlapping sites of vulva,10
6501,"Unsp fracture of lower end of right ulna,init for",10
6502,Malignant neoplasm of unspecified fallopian tube,10
6503,"Malignant neoplasm of urinary organ,unspecified",10
6504,SALIVARY GLAND DIS NOS,10
6505,NODULAR LYMPHOMA ABDOM,10
6506,NEW DAILY PERSISTENT HA,10
6507,NB DRUG WITHDRAWAL SYNDR,10
6508,SEC NEUROENDO TU-PERITON,10
6509,SECOND HYPERTENSION NEC,10
6510,Neoplasm of uncertain behavior of mediastinum,10
6511,CONDUCTION DISORDER NEC,10
6512,"Minor contusion of right kidney,initial encounter",10
6513,Mild hypoxic ischemic encephalopathy [HIE],10
6514,SEPARATION ANXIETY,10
6515,"Mesothelioma,unspecified",10
6516,CONG MITRAL INSUFFICIENC,10
6517,CONG OBST URETRVESC JCT,10
6518,SEV PREECLAMP-ANTEPARTUM,10
6519,CONGENITAL DIPLEGIA,10
6520,"Mech compl of internal orth devices,implnt and gr",10
6521,"CHR KIDNEY DIS,STGE V",10
6522,Maxillary hypoplasia,10
6523,"Maternal care for other malpresentation of fetus,",10
6524,"Maternal care for excess fetal growth,unsp trimes",10
6525,Maternal care due to uterine scar from oth previou,10
6526,"Unsp fracture of right femur,subs for clos fx w r",10
6527,CORONARY VESSEL ANEURYSM,10
6528,Malignant neoplasm of vertebral column,10
6529,"Unsp fracture of occiput,init encntr for closed f",10
6530,CHR FRONTAL SINUSITIS,10
6531,"Nondisp fx of medial malleolus of right tibia,ini",10
6532,MAL HYP HRT/KDY CKD ESRD,10
6533,HODG NODUL SCLERO MULT,10
6534,"Decreased fetal movements,unsp trimester,unsp",10
6535,"Inflammatory disease of uterus,unspecified",10
6536,"Breakdown of unsp cardiac electronic device,init",10
6537,DENTAL DISORDER NOS,10
6538,Infect/inflm reaction due to int fix of right fibu,10
6539,Infect/inflm react due to int fix of unsp bone of ,10
6540,DIARRHEA OF INFECT ORIG,10
6541,Incisional hernia with gangrene,10
6542,"Idiopathic gout,right hand",10
6543,DISLOC 5TH CERV VERT-CL,10
6544,DISLOC ACROMIOCLAVIC-CL,10
6545,INTEST MALABSORPTION NEC,10
6546,INFLAM SPONDYLOPATHY NOS,10
6547,INFER AMI NEC-LATR EPISD,10
6548,Dementia in oth diseases classd elswhr w behaviora,10
6549,"Chronic embolism and thrombosis of femoral vein,b",10
6550,OPEN WOUND FOOT W TENDON,10
6551,"Traum subrac hem w LOC of unsp duration,subs",10
6552,Huntington's disease,10
6553,OPEN WOUND OF BACK,10
6554,Hepatosplenic T-cell lymphoma,10
6555,Hemorrhage of other external stoma of urinary trac,10
6556,"Hemopericardium,not elsewhere classified",10
6557,Traum hemor right cerebrum w LOC of 30 minutes or ,10
6558,"Disp fx of lateral condyle of left humerus,init f",10
6559,HYPOSPADIAS,10
6560,"Supervision of elderly multigravida,unspecified t",10
6561,"Disp fx of second metatarsal bone,right foot,ini",10
6562,OPEN WOUND OF JAW,10
6563,"Unsp nondisp fx of surgical neck of right humerus,",10
6564,DEEP PHLEBITIS-LEG NEC,10
6565,UNC BEHAV NEO MENINGES,10
6566,Cutaneous abscess of umbilicus,10
6567,"Sedative,hypnotic or anxiolytic dependence,uncom",10
6568,CARCINOID SYNDROME,10
6569,Light chain (AL) amyloidosis,10
6570,"Laceration without foreign body of right hand,ini",10
6571,"Laceration without foreign body of oral cavity,in",10
6572,Nondisplaced subtrochanteric fracture of left femu,10
6573,Cocaine dependence with withdrawal,10
6574,"Collapsed vert,NEC,thor region,subs for fx w ro",10
6575,Ulcerative (chronic) pancolitis with unsp complica,10
6576,Nonpyogenic thrombosis of intracranial venous syst,10
6577,Right tubal pregnancy without intrauterine pregnan,10
6578,Ulcerative (chronic) pancolitis with intestinal ob,10
6579,"Labyrinthitis,left ear",10
6580,LYMPHOMAS NEC AXILLA,10
6581,LUPUS ERYTHEMATOSUS,10
6582,"Congenital hydrocephalus,unspecified",10
6583,LOCAL SUPRFICIAL SWELLNG,10
6584,LEGAL ABORT UNCOMPL-INC,10
6585,"Contusion of other intra-abdominal organs,initial",10
6586,URINARY CALCULUS NOS,10
6587,"Nutritional deficiency,unspecified",10
6588,Critical illness polyneuropathy,10
6589,UPPR LIMB VESSEL ANOMALY,10
6590,UNKN CAUSE MORB/MORT NEC,10
6591,NORWALK VIRUS ENTERITIS,10
6592,"Broken internal left knee prosthesis,initial enco",10
6593,"Spondylolisthesis,site unspecified",10
6594,MALIG NEO URACHUS,10
6595,Encounter for prophylactic removal of ovary,10
6596,BENIGN NEOPLASM BLADDER,10
6597,40 weeks gestation of pregnancy,10
6598,"Other injury of urethra,initial encounter",10
6599,"Other kyphosis,thoracic region",10
6600,POST-TRAUM HEADACHE NOS,10
6601,Other cervical disc displacement at C6-C7 level,10
6602,Other shock,10
6603,"Acute monoblastic/monocytic leukemia,not achieve ",10
6604,"Unspecified acute noninfective otitis externa,rig",10
6605,"Adverse effect of hydantoin derivatives,initial e",10
6606,ABDOMINAL INJURY,10
6607,"Unspecified B-cell lymphoma,intra-abdominal lymph",10
6608,"Paraplegia,incomplete",10
6609,Postprocedural membranous urethral stricture,10
6610,"Acute mastoiditis without complications,right ear",10
6611,ANXIETY STATE NEC,10
6612,BLADDER DISORDER NOS,10
6613,"Oth fractures of lower end of left radius,init fo",10
6614,Zygomatic fracture left side init,10
6615,Opioid abuse with opioid-induced mood disorder,10
6616,Other ovarian cyst right side,10
6617,Other vomiting complicating pregnancy,10
6618,"Acute mastoiditis without complications,left ear",10
6619,"Pressure ulcer of left heel,unstageable",10
6620,Other chronic sinusitis,10
6621,"Oth nondisp fx of upper end of left humerus,init",10
6622,ABRASION TRUNK,10
6623,Other ovarian cyst left side,10
6624,Other abnormalities of heart beat,10
6625,Anemia in neoplastic disease,10
6626,"Osteomyelitis of vertebra,thoracolumbar region",10
6627,PROPHYLACTIC MEASURE NEC,10
6628,BEN NEO FEM GENITAL NEC,10
6629,"Ocular pain,left eye",10
6630,"Other synovitis and tenosynovitis,right hand",10
6631,"Ocular pain,right eye",10
6632,"Poisoning by methadone,accidental (unintentional)",10
6633,PULMONARY ACTINOMYCOSIS,10
6634,BULIMIA NERVOSA,10
6635,ADJUST CARDIAC DEV NEC,10
6636,"Puncture wound without foreign body,right foot,i",10
6637,"Arthritis due to other bacteria,right shoulder",10
6638,"Other forms of scoliosis,site unspecified",10
6639,AC PROLIFERAT NEPHRITIS,10
6640,PULMON ARTERY ANEURYSM,10
6641,Other complications of other transplanted tissue,10
6642,Pain in left wrist,10
6643,ANAPH SHOCK W FRUIT/VEG,10
6644,"Poisoning by iminostilbenes,intentional self-harm",10
6645,PROG MULTIFOC LEUKOENCEP,10
6646,"Oth disp fx of first cervical vertebra,init for c",10
6647,Other complication of other stoma of urinary tract,10
6648,ANOMALIES OF URACHUS,10
6649,"Quadriplegia,unspecified",10
6650,"Arthritis due to other bacteria,left shoulder",10
6651,"Oth fracture of lower end of left tibia,init for ",10
6652,Other psoriasis,10
6653,AC/SUBAC ENDOCARDIT NOS,10
6654,RENAL FAILURE NOS,10
6655,Other specified congenital musculoskeletal deformi,10
6656,"Placenta accreta,third trimester",10
6657,Other specified congenital malformations of heart,10
6658,"Unspecified injury of thorax,initial encounter",10
6659,Arteriovenous malformation of vessel of lower limb,10
6660,BENIGN CARC STOMACH,10
6661,Acute embolism and thombos of superfic veins of r ,10
6662,BENIGN CARC DUODENUM,10
6663,Arnold-Chiari syndrome without spina bifida or hyd,10
6664,"Other infective (teno)synovitis,left hand",10
6665,BACTERIAL PNEUMONIA NEC,10
6666,Other disorders of retroperitoneum,10
6667,RESPIRATORY ANOMALY NEC,10
6668,"Oth maternal infec/parastc diseases comp preg,fir",10
6669,Acute tonsillitis due to other specified organisms,10
6670,"Other spondylosis with myelopathy,cervicothoracic",10
6671,Other ulcerative colitis with other complication,10
6672,"Acquired hemolytic anemia,unspecified",10
6673,Behcet's disease,10
6674,Wedge compression fracture of fourth lumbar verteb,10
6675,AC EPIGLOTTITIS W OBSTR,10
6676,Acquired coagulation factor deficiency,10
6677,"Osteophyte,vertebrae",10
6678,"Oth displaced dens fracture,init encntr for close",10
6679,PEMPHIGUS,10
6680,Atheroembolism of right lower extremity,10
6681,Pain in throat,10
6682,"Post-traumatic osteoarthritis,left ankle and foot",10
6683,Aneurysm of pulmonary artery,10
6684,Postprocedural bulbous urethral stricture,10
6685,Polycythemia vera,10
6686,BILAT CLEFT PALATE-INC,10
6687,"Alcohol use,unspecified with intoxication,unspec",10
6688,Obsessive-compulsive disorder,10
6689,Anaphylactic reaction due to fruits and vegetables,10
6690,ADENOVIRUS INFECT NOS,10
6691,Other specified metabolic disorders,10
6692,Psoriasis vulgaris,10
6693,BREAST ABSCESS-POSTPART,10
6694,Acute bronchitis due to parainfluenza virus,10
6695,PREOP EXAMINATION NEC,10
6696,"Cellulitis of trunk,unspecified",9
6697,OLIGOHYDRAMNIOS-ANTEPAR,9
6698,"Aspergillosis,unspecified",9
6699,"Oth fracture of right lower leg,init for clos fx",9
6700,"Oth fracture of left pubis,subs for fx w routn he",9
6701,Other dermatomyositis without myopathy,9
6702,Other herpesviral infection,9
6703,SPRAIN SUPRASPINATUS,9
6704,Other specified diseases of jaws,9
6705,"CONGEN HIP DISLOC,BILAT",9
6706,"Severe pre-eclampsia,second trimester",9
6707,"Other acute osteomyelitis,left femur",9
6708,Mech compl of internal fixation device of left fem,9
6709,ESSEN HYPERTEN-POSTPART,9
6710,SLEEP AROUSAL DISORDER,9
6711,"Wedge compression fracture of T7-T8 vertebra,init",9
6712,OPEN WOUND OF BUTTOCK,9
6713,"Acute frontal sinusitis,unspecified",9
6714,PRIM FOCAL HYPERHIDROSIS,9
6715,Infect/inflm reaction due to int fix of right femu,9
6716,Other hydrocephalus,9
6717,OPEN WOUND OF AURICLE,9
6718,Pure hyperglyceridemia,9
6719,Malignant neoplasm of left ciliary body,9
6720,DETACHMNT W DEFECT NOS,9
6721,Other ill-defined heart diseases,9
6722,"Lesion of ulnar nerve,right upper limb",9
6723,Type 2 diabetes mellitus with diabetic mononeuropa,9
6724,Unspecified retinal vascular occlusion,9
6725,Chronic or unsp gastric ulcer w both hemorrhage an,9
6726,"Breakdown (mechanical) of cystostomy catheter,ini",9
6727,HYPERTROPHY ADENOIDS,9
6728,"Other idiopathic scoliosis,site unspecified",9
6729,Chronic obstructive pyelonephritis,9
6730,TENOSYNOVITIS FOOT/ANKLE,9
6731,Neoplasm of uncertain behavior of bone/artic cartl,9
6732,"Disp fx of olecran pro w/o intartic extn l ulna,7",9
6733,"Disp fx of lateral condyle of right femur,init fo",9
6734,WHOOPING COUGH NOS,9
6735,"Disp fx of lateral condyle of left femur,init for",9
6736,"Unsp fb in resp tract,part unsp causing oth injur",9
6737,TOXIC EFF SOAP/DETERGENT,9
6738,Unspecified sequelae of cerebral infarction,9
